appid,categories
1255890,Steam Cloud
1255910,Single-player
1255910,Steam Achievements
1255920,Single-player
1255920,Steam Achievements
1255920,Steam Leaderboards
1255970,Single-player
1255970,Multi-player
1255970,MMO
1255970,PvP
1255970,Online PvP
1255970,LAN PvP
1255970,Shared/Split Screen PvP
1255970,Shared/Split Screen
1255970,Full controller support
1255970,Remote Play Together
1255990,Single-player
1255990,Steam Achievements
1255990,Full controller support
1256040,Single-player
1256040,Steam Achievements
1256060,Single-player
1255320,Single-player
1255320,Steam Achievements
1255320,Partial Controller Support
1255320,Steam Cloud
1251430,Single-player
1251430,Multi-player
1251430,PvP
1251430,Online PvP
1251460,Single-player
1251460,Full controller support
1251470,Single-player
1251520,Single-player
1251530,ategorie
1251550,Single-player
1251550,Steam Achievements
1251560,Single-player
1251580,Single-player
1251580,Steam Achievements
1251580,Partial Controller Support
1251630,Single-player
1251670,Single-player
1251670,Multi-player
1251670,Co-op
1251670,Shared/Split Screen Co-op
1251670,Shared/Split Screen
1251670,Full controller support
1251670,Remote Play Together
1251680,Single-player
1251690,Single-player
1251690,Partial Controller Support
1251690,Steam Cloud
1251750,Single-player
1251750,Full controller support
1251760,Single-player
1251760,Steam Cloud
1251770,Multi-player
1251770,PvP
1251770,Online PvP
1251780,Single-player
1251780,Steam Achievements
1251780,Full controller support
1251780,Steam Cloud
1251780,Steam Leaderboards
1251790,Single-player
1251800,Single-player
1251800,Full controller support
1250990,Single-player
1251060,Single-player
1251060,Full controller support
1251090,Single-player
1251130,Single-player
1251190,Single-player
1251200,Single-player
1251210,Single-player
1251210,Steam Achievements
1251240,Single-player
1251240,Multi-player
1251240,MMO
1251240,PvP
1251240,Online PvP
1251240,Co-op
1251240,Online Co-op
1251240,Cross-Platform Multiplayer
1251270,Single-player
1251270,Steam Cloud
1251290,Single-player
1251300,Single-player
1251300,Steam Achievements
1251320,Single-player
1250590,Multi-player
1250590,PvP
1250590,Online PvP
1250610,Single-player
1250610,Multi-player
1250610,PvP
1250610,Online PvP
1250610,In-App Purchases
1250640,Single-player
1250660,Single-player
1250660,Steam Achievements
1250660,Steam Cloud
1250670,Single-player
1250700,Single-player
1250720,Single-player
1250760,Single-player
1250760,Partial Controller Support
1250770,Single-player
1250770,Steam Achievements
1250790,Single-player
1250790,Steam Achievements
1250790,In-App Purchases
1250790,Steam Leaderboards
1250850,Single-player
1250850,Steam Achievements
1250850,Steam Cloud
1250860,Single-player
1250860,Steam Achievements
1250860,Partial Controller Support
1250860,Steam Cloud
1250870,Single-player
1250870,Steam Achievements
1246930,Single-player
1246940,Single-player
1246950,Single-player
1247020,Single-player
1247020,Steam Achievements
1247030,Single-player
1247030,Steam Achievements
1247030,Steam Cloud
1247040,Single-player
1247040,Partial Controller Support
1247070,Single-player
1247070,Steam Achievements
1247070,Steam Cloud
1246200,Single-player
1246200,Partial Controller Support
1246230,Single-player
1246320,Single-player
1246320,Stats
1246390,Single-player
1246420,Single-player
1246460,Single-player
1246490,Single-player
1246490,Steam Achievements
1246490,Steam Workshop
1246540,Single-player
1246540,Multi-player
1246540,Co-op
1246540,Shared/Split Screen Co-op
1246540,Shared/Split Screen
1246540,Partial Controller Support
1245640,Single-player
1245660,Single-player
1245670,Single-player
1245670,Steam Achievements
1245670,Steam Cloud
1245730,Single-player
1245730,Partial Controller Support
1245780,Single-player
1245810,Single-player
1245820,Single-player
1245820,Steam Achievements
1245820,Steam Cloud
1245900,Single-player
1245910,Single-player
1245910,Steam Achievements
1245910,Partial Controller Support
1245920,Multi-player
1245920,PvP
1245920,Online PvP
1245930,Single-player
1245930,Steam Achievements
1245950,Single-player
1245950,Multi-player
1245950,PvP
1245950,Online PvP
1245950,Cross-Platform Multiplayer
1245960,Single-player
1245980,Single-player
1246020,Single-player
1246040,ategorie
1246050,Single-player
1246060,Single-player
1246060,Multi-player
1246060,MMO
1246060,PvP
1246060,Online PvP
1246060,In-App Purchases
1246110,Single-player
1246110,Partial Controller Support
1246120,Single-player
1246140,Single-player
1246170,Single-player
1246170,Steam Achievements
1246170,Steam Leaderboards
1245170,Single-player
1245170,Partial Controller Support
1245170,Steam Cloud
1245220,Single-player
1245220,Captions available
1240770,Single-player
1240770,Multi-player
1240770,PvP
1240770,Shared/Split Screen PvP
1240770,Shared/Split Screen
1240770,Steam Achievements
1240770,Remote Play Together
1240790,Single-player
1240810,Single-player
1240810,Partial Controller Support
1240830,Single-player
1240840,Single-player
1240890,Single-player
1240910,Single-player
1240910,Multi-player
1240910,MMO
1240910,In-App Purchases
1241020,Single-player
1241020,Steam Achievements
1241020,Steam Cloud
1241040,Single-player
1241100,Multi-player
1241100,MMO
1241100,PvP
1241100,Online PvP
1241100,Steam Cloud
1241100,Stats
1241100,Steam Leaderboards
1241100,Commentary available
1241110,Single-player
1241140,Single-player
1241140,Steam Achievements
1241140,Full controller support
1241140,Steam Cloud
1241160,Single-player
1241180,Single-player
1240270,Single-player
1240270,Steam Achievements
1240270,Steam Cloud
1240310,Single-player
1240310,Steam Achievements
1240310,Steam Cloud
1240350,Single-player
1240370,Single-player
1240370,Multi-player
1240370,PvP
1240370,Shared/Split Screen PvP
1240370,Co-op
1240370,Shared/Split Screen Co-op
1240370,Shared/Split Screen
1240370,Steam Achievements
1240370,Full controller support
1240370,Steam Cloud
1240370,Remote Play on Phone
1240370,Remote Play on Tablet
1240370,Remote Play on TV
1240370,Remote Play Together
1240440,Single-player
1240440,Multi-player
1240440,PvP
1240440,Online PvP
1240440,Co-op
1240440,Online Co-op
1240440,Full controller support
1240480,Single-player
1240480,Steam Achievements
1240480,Partial Controller Support
1240490,Single-player
1240510,Multi-player
1240510,PvP
1240510,Online PvP
1240510,Co-op
1240510,Online Co-op
1240510,Cross-Platform Multiplayer
1240510,Steam Achievements
1240530,Single-player
1240590,Single-player
1240590,Steam Achievements
1240590,Full controller support
1240590,Steam Cloud
1240600,Single-player
1240600,Steam Achievements
1240630,Single-player
1240630,Multi-player
1240630,PvP
1240630,Shared/Split Screen PvP
1240630,Co-op
1240630,Shared/Split Screen Co-op
1240630,Shared/Split Screen
1240630,Cross-Platform Multiplayer
1240630,Steam Achievements
1240630,Steam Workshop
1240630,Includes level editor
1240680,Multi-player
1240680,PvP
1240680,Online PvP
1240680,Co-op
1240680,Online Co-op
1240690,Single-player
1240730,Single-player
1240730,Steam Achievements
1239870,Single-player
1239870,Partial Controller Support
1239900,Single-player
1239920,Single-player
1239930,Single-player
1239930,Partial Controller Support
1239970,Single-player
1239980,Single-player
1239980,Steam Achievements
1239980,Full controller support
1235910,Single-player
1235940,Single-player
1235940,Multi-player
1235940,PvP
1235940,Online PvP
1235950,Single-player
1235950,Steam Achievements
1235980,Single-player
1235980,Multi-player
1235980,PvP
1235980,Shared/Split Screen PvP
1235980,Co-op
1235980,Shared/Split Screen Co-op
1235980,Shared/Split Screen
1235980,Steam Achievements
1235980,Full controller support
1235980,Steam Cloud
1235980,Stats
1235980,Remote Play Together
1235990,Single-player
1235990,Multi-player
1235990,PvP
1235990,Online PvP
1235990,LAN PvP
1235990,Co-op
1235990,Online Co-op
1235990,LAN Co-op
1235990,Steam Achievements
1235990,Full controller support
1235990,Captions available
1235990,Steam Cloud
1236000,Single-player
1236000,Multi-player
1236000,Co-op
1236000,Shared/Split Screen Co-op
1236000,Shared/Split Screen
1236000,Steam Achievements
1236000,Full controller support
1236000,Steam Cloud
1236000,Steam Leaderboards
1236000,Remote Play Together
1236020,Single-player
1236020,Full controller support
1236040,Multi-player
1236040,PvP
1236040,Online PvP
1236040,Co-op
1236040,Online Co-op
1236050,Multi-player
1236050,PvP
1236050,Online PvP
1236070,Single-player
1236070,Full controller support
1236100,Single-player
1236140,Single-player
1236160,Single-player
1236160,Multi-player
1236160,Co-op
1236160,Online Co-op
1236160,Shared/Split Screen Co-op
1236160,Shared/Split Screen
1236160,Steam Achievements
1236160,Partial Controller Support
1236160,Remote Play Together
1236170,Single-player
1236170,Steam Achievements
1236170,Full controller support
1236170,Steam Cloud
1236180,Single-player
1236180,Partial Controller Support
1236190,Single-player
1236240,Single-player
1236240,Steam Achievements
1236240,In-App Purchases
1236250,Single-player
1236270,Single-player
1236270,Multi-player
1236270,PvP
1236270,Online PvP
1236270,Co-op
1236270,Online Co-op
1236320,Single-player
1236320,Steam Achievements
1236330,Single-player
1236350,Single-player
1236350,Steam Achievements
1236350,Steam Cloud
1236400,Single-player
1236400,Steam Achievements
1236400,Steam Cloud
1235770,Single-player
1235770,Multi-player
1235770,PvP
1235770,Shared/Split Screen PvP
1235770,Shared/Split Screen
1235770,Steam Achievements
1235770,Full controller support
1235770,Remote Play Together
1235790,Single-player
1235810,Single-player
1235810,Steam Achievements
1235830,Single-player
1235830,Steam Achievements
1235830,Full controller support
1235830,Steam Cloud
1235340,Single-player
1235340,Partial Controller Support
1235350,Single-player
1235360,Single-player
1235360,Full controller support
1235400,Single-player
1235430,Single-player
1235440,Single-player
1235450,Single-player
1235450,Partial Controller Support
1235460,Single-player
1235460,Steam Achievements
1235480,Single-player
1235480,Steam Achievements
1235480,Steam Leaderboards
1235510,Single-player
1235520,Single-player
1235520,Steam Achievements
1235520,Steam Leaderboards
1232260,Single-player
1232260,Partial Controller Support
1232290,Single-player
1232290,Steam Achievements
1232290,Steam Cloud
1232310,Single-player
1232330,Single-player
1231440,Single-player
1231460,Single-player
1231500,Single-player
1231530,Single-player
1231560,Single-player
1231560,Steam Achievements
1231560,Steam Cloud
1231570,Single-player
1231570,Steam Achievements
1231570,Steam Leaderboards
1231580,Single-player
1231580,Steam Achievements
1231580,Steam Cloud
1231590,Single-player
1231640,Single-player
1231670,Single-player
1231670,Steam Achievements
1231670,Full controller support
1231670,Steam Cloud
1231710,Single-player
1231710,Multi-player
1231710,PvP
1231710,Online PvP
1231720,Single-player
1231720,Steam Achievements
1231720,Steam Cloud
1231740,Single-player
1231740,Steam Achievements
1231740,Partial Controller Support
1231750,Single-player
1231760,Single-player
1231770,Single-player
1231780,Single-player
1231790,Single-player
1231800,Single-player
1231810,Single-player
1231820,Single-player
1231840,Single-player
1231880,Single-player
1231880,Steam Achievements
1231880,Full controller support
1231880,Captions available
1231880,Steam Cloud
1231900,Single-player
1230930,Single-player
1230930,Partial Controller Support
1230940,Single-player
1230940,Full controller support
1230980,Multi-player
1230980,MMO
1230980,PvP
1230980,Online PvP
1230980,In-App Purchases
1230990,Single-player
1230990,Steam Workshop
1230990,Steam Cloud
1231000,Single-player
1231000,Partial Controller Support
1231040,Single-player
1231090,Multi-player
1231090,PvP
1231090,Online PvP
1231100,Single-player
1231120,Single-player
1231120,Steam Achievements
1231120,Full controller support
1231120,Steam Cloud
1231120,Remote Play on TV
1231130,Single-player
1231150,Single-player
1231180,Single-player
1231190,Single-player
1231210,Multi-player
1231210,PvP
1231210,Online PvP
1231210,Steam Achievements
1231210,In-App Purchases
1231270,Single-player
1230490,Single-player
