appid,categories
1440670,Multi-player
1440670,PvP
1440670,Shared/Split Screen PvP
1440670,Shared/Split Screen
1440670,Partial Controller Support
1440670,Remote Play Together
1439920,Single-player
1439960,Single-player
1439960,Steam Achievements
1439960,Full controller support
1440020,Single-player
1440030,Single-player
1440030,Multi-player
1440030,PvP
1440030,Online PvP
1440030,Shared/Split Screen PvP
1440030,Co-op
1440030,Online Co-op
1440030,Shared/Split Screen Co-op
1440030,Shared/Split Screen
1440030,Steam Achievements
1440030,Full controller support
1440030,Captions available
1440030,Steam Cloud
1440030,Stats
1440030,Steam Leaderboards
1440030,Remote Play on TV
1440030,Remote Play Together
1440080,Single-player
1437650,Single-player
1437650,Steam Achievements
1437700,Single-player
1437700,Steam Achievements
1437770,Single-player
1437770,Multi-player
1437770,MMO
1437770,PvP
1437770,Online PvP
1437770,Co-op
1437770,Online Co-op
1437050,Single-player
1437050,Steam Achievements
1437100,Single-player
1437120,Single-player
1437120,Steam Achievements
1437120,Steam Cloud
1437120,Steam Leaderboards
1437170,Single-player
1437210,Single-player
1437210,Full controller support
1437220,Multi-player
1437220,PvP
1437220,Online PvP
1437220,Shared/Split Screen PvP
1437220,Shared/Split Screen
1437220,Full controller support
1437260,Single-player
1437260,Steam Achievements
1437260,Steam Cloud
1437270,Single-player
1437290,Single-player
1437290,Steam Achievements
1437290,Full controller support
1437410,Single-player
1437410,Multi-player
1437410,PvP
1437410,Shared/Split Screen PvP
1437410,Co-op
1437410,Shared/Split Screen Co-op
1437410,Shared/Split Screen
1437410,Steam Achievements
1437410,Remote Play Together
1437420,Single-player
1437420,Steam Achievements
1437420,Partial Controller Support
1436570,Single-player
1436800,Single-player
1436800,Steam Achievements
1436810,Single-player
1436810,Partial Controller Support
1436810,Steam Cloud
1436870,Single-player
1436910,Single-player
1436910,Partial Controller Support
1436930,Single-player
1436940,Single-player
1436940,Full controller support
1436190,Single-player
1436190,Full controller support
1436190,Steam Cloud
1436220,Single-player
1436280,Single-player
1436280,Multi-player
1436280,Co-op
1436280,Online Co-op
1436280,Steam Achievements
1436390,Single-player
1436390,Steam Achievements
1436410,Single-player
1436440,Multi-player
1436440,PvP
1436440,Online PvP
1436440,Steam Achievements
1436440,Steam Workshop
1436450,Single-player
1436490,Single-player
1435610,Single-player
1435660,Single-player
1435680,Single-player
1435680,Steam Achievements
1435690,Single-player
1435690,Steam Achievements
1435840,Single-player
1435980,Single-player
1435980,Steam Achievements
1435980,Full controller support
1435230,Single-player
1435310,Single-player
1435310,Steam Achievements
1434730,Single-player
1434730,Steam Achievements
1434730,Full controller support
1434780,Single-player
1434870,Single-player
1434880,Single-player
1434880,Multi-player
1434880,PvP
1434880,Shared/Split Screen PvP
1434880,Shared/Split Screen
1434880,Partial Controller Support
1434890,Single-player
1434910,Single-player
1435020,Single-player
1435020,Steam Achievements
1435090,Single-player
1435090,Multi-player
1435090,PvP
1435090,Shared/Split Screen PvP
1435090,Co-op
1435090,Shared/Split Screen Co-op
1435090,Shared/Split Screen
1435090,Full controller support
1435090,Steam Cloud
1435090,Steam Leaderboards
1435090,Includes level editor
1435090,Remote Play Together
1449400,Single-player
1449400,Partial Controller Support
1448650,Single-player
1448850,Single-player
1448940,Single-player
1448940,Full controller support
1447900,Single-player
1447060,Single-player
1447060,Steam Achievements
1446330,Single-player
1446330,Steam Achievements
2870,Single-player
2870,Steam Achievements
2870,Full controller support
2870,Steam Trading Cards
2870,Captions available
2870,Steam Workshop
2870,Steam Cloud
4570,Single-player
4570,Multi-player
4570,Steam Trading Cards
4570,Steam Cloud
4700,Single-player
4700,Multi-player
4700,Steam Trading Cards
4780,Single-player
4780,Multi-player
570420,Single-player
570420,Steam Achievements
570420,Full controller support
570420,Steam Trading Cards
570420,Captions available
570420,Steam Cloud
6020,Single-player
6020,Multi-player
6020,PvP
6020,Online PvP
6020,Shared/Split Screen PvP
6020,Partial Controller Support
6020,Steam Cloud
6020,Remote Play Together
9310,Single-player
9310,Multi-player
49520,Single-player
49520,Multi-player
49520,Co-op
49520,Steam Achievements
49520,Full controller support
49520,Steam Trading Cards
49520,Steam Cloud
49520,Remote Play on Phone
49520,Remote Play on Tablet
49520,Remote Play on TV
50130,Single-player
50130,Steam Achievements
50130,Partial Controller Support
56400,Single-player
56400,Multi-player
56400,Co-op
56400,Steam Achievements
56400,Steam Cloud
56400,Stats
56400,Steam Leaderboards
57300,Single-player
57300,Steam Achievements
57300,Full controller support
57300,Captions available
57300,Includes level editor
57300,Commentary available
57300,Remote Play on Phone
57300,Remote Play on Tablet
57300,Remote Play on TV
57300,Remote Play Together
63500,Single-player
63500,Multi-player
63500,Steam Achievements
63500,Valve Anti-Cheat enabled
63500,Steam Leaderboards
71250,Single-player
71250,Partial Controller Support
413150,Single-player
413150,Multi-player
413150,Co-op
413150,Online Co-op
413150,LAN Co-op
413150,Steam Achievements
413150,Full controller support
413150,Steam Trading Cards
413150,Steam Cloud
413150,Remote Play on Phone
413150,Remote Play on Tablet
1018960,Single-player
1018960,Steam Achievements
1067360,Single-player
1067360,Multi-player
1067360,Co-op
1067360,Online Co-op
1067360,Captions available
1061610,Single-player
1061610,Full controller support
38410,Single-player
38410,Steam Cloud
39150,Single-player
39150,Steam Achievements
39150,Partial Controller Support
39150,Steam Cloud
39150,Remote Play on Phone
39150,Remote Play on Tablet
40720,Single-player
40960,Single-player
40960,Multi-player
40960,PvP
40960,Online PvP
40960,Steam Achievements
40960,Steam Trading Cards
40960,Steam Workshop
40960,Steam Cloud
42910,Single-player
42910,Multi-player
42910,Co-op
42910,Shared/Split Screen
42910,Steam Achievements
42910,Full controller support
42910,Steam Trading Cards
42910,Steam Leaderboards
42910,Remote Play on Phone
42910,Remote Play on Tablet
42910,Remote Play on TV
42910,Remote Play Together
42960,Single-player
42960,Multi-player
42960,Steam Trading Cards
47890,Single-player
48000,Single-player
48000,Steam Achievements
48000,Full controller support
48000,Steam Cloud
48000,Remote Play on Phone
48000,Remote Play on Tablet
48000,Remote Play on TV
48190,Single-player
48190,Multi-player
48190,Partial Controller Support
48700,Single-player
48700,Multi-player
48700,Steam Achievements
48700,Steam Trading Cards
48700,Steam Workshop
11130,Single-player
12120,Single-player
15620,Single-player
15620,Multi-player
15620,Co-op
15620,Steam Trading Cards
15620,Steam Cloud
17390,Single-player
17390,Steam Trading Cards
20570,Single-player
20570,Multi-player
20570,Co-op
20570,Steam Cloud
10,Multi-player
10,PvP
10,Online PvP
10,Shared/Split Screen PvP
10,Valve Anti-Cheat enabled
230410,Single-player
230410,Multi-player
230410,Co-op
230410,Steam Trading Cards
230410,In-App Purchases
230410,Partial Controller Support
230410,Remote Play on Phone
230410,Remote Play on Tablet
440,Multi-player
440,Cross-Platform Multiplayer
440,Steam Achievements
440,Steam Trading Cards
440,Captions available
440,Steam Workshop
440,In-App Purchases
440,Partial Controller Support
440,Valve Anti-Cheat enabled
440,Stats
440,Includes level editor
440,Commentary available
440,Remote Play on Phone
440,Remote Play on Tablet
500,Single-player
500,Multi-player
500,Co-op
500,Steam Achievements
500,Full controller support
500,Captions available
500,Steam Cloud
500,Valve Anti-Cheat enabled
500,Stats
500,Steam Leaderboards
500,Includes Source SDK
500,Commentary available
500,Remote Play on TV
500,Remote Play Together
550,Single-player
550,Multi-player
550,PvP
550,Online PvP
550,Co-op
550,Online Co-op
550,Steam Achievements
550,Full controller support
550,Steam Trading Cards
550,Captions available
550,Steam Workshop
550,Steam Cloud
550,Valve Anti-Cheat enabled
550,Stats
550,Includes Source SDK
550,Commentary available
550,Remote Play on Phone
550,Remote Play on Tablet
550,Remote Play on TV
550,Remote Play Together
4920,Multi-player
4920,PvP
4920,Online PvP
4920,Steam Achievements
4920,Steam Trading Cards
4920,Steam Workshop
4920,Steam Cloud
4920,Valve Anti-Cheat enabled
4920,Includes level editor
240,Multi-player
240,Cross-Platform Multiplayer
240,Steam Achievements
240,Steam Cloud
240,Valve Anti-Cheat enabled
240,Stats
240,Includes Source SDK
211820,Single-player
211820,Multi-player
211820,PvP
211820,Online PvP
211820,Co-op
211820,Online Co-op
211820,Cross-Platform Multiplayer
211820,Steam Achievements
211820,Steam Trading Cards
211820,Steam Workshop
638970,Single-player
638970,Multi-player
638970,Steam Achievements
638970,Full controller support
638970,Steam Trading Cards
638970,Steam Cloud
638970,Steam Leaderboards
638970,Remote Play on Phone
638970,Remote Play on Tablet
638970,Remote Play on TV
640860,Multi-player
640860,PvP
640860,Online PvP
640860,Co-op
640860,Online Co-op
641990,Single-player
641990,Multi-player
641990,PvP
641990,Online PvP
641990,Shared/Split Screen PvP
641990,Co-op
641990,Online Co-op
641990,Shared/Split Screen Co-op
641990,Shared/Split Screen
641990,Steam Achievements
641990,Full controller support
641990,Steam Trading Cards
641990,Steam Cloud
641990,Steam Leaderboards
641990,Remote Play on Phone
641990,Remote Play on Tablet
641990,Remote Play on TV
641990,Remote Play Together
644560,Single-player
644560,Steam Achievements
644560,Steam Trading Cards
644560,Steam Cloud
644560,Remote Play on Phone
644560,Remote Play on Tablet
645630,Single-player
645630,Steam Achievements
645630,Steam Trading Cards
645630,Steam Workshop
645630,Partial Controller Support
645630,Steam Cloud
645630,Stats
645630,Includes level editor
646270,Single-player
646270,Steam Achievements
646270,Steam Trading Cards
646270,Steam Cloud
646570,Single-player
646570,Steam Achievements
646570,Full controller support
646570,Steam Trading Cards
646570,Steam Workshop
646570,Steam Cloud
646570,Stats
646570,Steam Leaderboards
646570,Remote Play on Phone
646570,Remote Play on Tablet
646570,Remote Play on TV
647830,Single-player
647830,Multi-player
647830,Co-op
647830,Shared/Split Screen
647830,Steam Achievements
647830,Full controller support
647830,Remote Play on Phone
647830,Remote Play on Tablet
647830,Remote Play on TV
647830,Remote Play Together
648800,Single-player
648800,Multi-player
648800,PvP
648800,Online PvP
648800,Co-op
648800,Online Co-op
648800,Steam Achievements
648800,Steam Cloud
648800,Remote Play on Tablet
650000,Single-player
650000,Steam Achievements
650000,VR Support
650000,Steam Cloud
653530,Single-player
653530,Steam Achievements
653530,Full controller support
653530,Steam Cloud
653530,Remote Play on TV
654880,Single-player
654880,Captions available
654880,Partial Controller Support
666140,Single-player
666140,Steam Achievements
666140,Full controller support
666140,Steam Trading Cards
666140,Steam Cloud
666140,Remote Play on Phone
666140,Remote Play on Tablet
666140,Remote Play on TV
674940,Multi-player
674940,PvP
674940,Online PvP
674940,Shared/Split Screen PvP
674940,Shared/Split Screen
674940,Partial Controller Support
674940,Remote Play on Phone
674940,Remote Play on Tablet
674940,Remote Play Together
678960,Single-player
678960,Multi-player
678960,Co-op
678960,Online Co-op
678960,Steam Achievements
678960,Steam Trading Cards
678960,Partial Controller Support
678960,Steam Cloud
24010,Single-player
24010,Steam Achievements
24010,Full controller support
24010,Steam Trading Cards
24010,Steam Workshop
24010,In-App Purchases
24010,Steam Cloud
24010,Steam Leaderboards
552500,Single-player
552500,Multi-player
552500,Co-op
552500,Online Co-op
552500,Steam Achievements
552500,Steam Trading Cards
552500,Partial Controller Support
552520,Single-player
552520,Multi-player
552520,Co-op
552520,Online Co-op
552520,Steam Trading Cards
552520,Captions available
552520,In-App Purchases
552520,Partial Controller Support
552520,Includes level editor
552620,Single-player
552620,Steam Achievements
552620,Full controller support
552620,Steam Trading Cards
552620,Steam Workshop
552620,Steam Cloud
552620,Remote Play on TV
552700,Single-player
552700,Steam Achievements
552700,Full controller support
552700,Steam Trading Cards
552920,Single-player
552920,Multi-player
552920,MMO
552920,PvP
552920,Online PvP
552920,Steam Achievements
552920,Steam Trading Cards
552920,Partial Controller Support
555400,Single-player
555400,Partial Controller Support
557340,Single-player
557340,Steam Achievements
557340,Full controller support
557340,Steam Cloud
557340,Steam Leaderboards
557340,Remote Play on Phone
557340,Remote Play on Tablet
557340,Remote Play on TV
558420,Single-player
558420,Steam Achievements
558420,Steam Cloud
564310,Single-player
564310,Multi-player
564310,PvP
564310,Online PvP
564310,Shared/Split Screen PvP
564310,Co-op
564310,Online Co-op
564310,Shared/Split Screen Co-op
564310,Shared/Split Screen
564310,Cross-Platform Multiplayer
564310,Steam Achievements
564310,Full controller support
564310,Steam Workshop
564310,Steam Cloud
564310,Steam Leaderboards
564310,Includes level editor
564310,Remote Play Together
564710,Single-player
564710,Steam Achievements
564710,Steam Trading Cards
564710,In-App Purchases
564710,Steam Cloud
567640,Single-player
567640,Steam Achievements
567640,Full controller support
567640,Steam Trading Cards
567640,Steam Cloud
567640,Remote Play on TV
568220,Single-player
570090,Single-player
570090,Steam Trading Cards
570090,Steam Cloud
570940,Single-player
570940,Multi-player
570940,Steam Achievements
570940,Full controller support
570940,Remote Play on Phone
570940,Remote Play on Tablet
570940,Remote Play on TV
573090,Single-player
573090,Multi-player
573090,PvP
573090,Online PvP
573090,Co-op
573090,Online Co-op
573090,Steam Workshop
573090,Partial Controller Support
578620,Single-player
578620,SteamVR Collectibles
579180,Single-player
579180,Multi-player
579180,Co-op
579180,Shared/Split Screen Co-op
579180,Shared/Split Screen
579180,Steam Achievements
579180,Full controller support
579180,Steam Trading Cards
579180,Steam Cloud
579180,Remote Play on TV
579180,Remote Play Together
581320,Multi-player
581320,PvP
581320,Online PvP
581320,Co-op
581320,Online Co-op
581320,Steam Achievements
581320,Steam Trading Cards
581320,Partial Controller Support
581320,Steam Cloud
581320,Stats
582160,Single-player
582160,Steam Achievements
582160,Steam Trading Cards
582160,Captions available
582160,In-App Purchases
582160,Partial Controller Support
597170,Single-player
597170,Multi-player
597170,PvP
597170,Online PvP
597170,Co-op
597170,Online Co-op
597170,Steam Achievements
597170,Full controller support
597170,Captions available
597170,Steam Workshop
597170,Steam Cloud
597170,Includes level editor
601150,Single-player
601150,Multi-player
601150,Co-op
601150,Online Co-op
601150,Steam Achievements
601150,Full controller support
601150,Steam Trading Cards
601150,Steam Cloud
601150,Remote Play on TV
601430,Single-player
601430,Steam Achievements
601430,Steam Trading Cards
601430,Steam Cloud
602520,Single-player
602520,Steam Achievements
602520,Steam Trading Cards
602520,Steam Cloud
606880,Single-player
606880,Steam Achievements
606880,Full controller support
606880,Steam Cloud
610370,Single-player
610370,Steam Achievements
610370,Full controller support
610370,Steam Trading Cards
610370,Steam Cloud
610370,Remote Play on TV
611230,Single-player
611230,Steam Achievements
611230,Steam Trading Cards
611500,Multi-player
611500,PvP
611500,Online PvP
611500,Steam Achievements
612880,Single-player
612880,Steam Achievements
612880,Full controller support
612880,Steam Cloud
612880,Remote Play on TV
613100,Single-player
613100,Steam Achievements
613100,Full controller support
613100,Steam Trading Cards
613100,Steam Cloud
613100,Remote Play on Tablet
686200,Single-player
686200,Multi-player
686200,Co-op
686200,Online Co-op
686200,Shared/Split Screen Co-op
686200,Shared/Split Screen
686200,Steam Achievements
686200,Full controller support
686200,Steam Trading Cards
686200,Steam Workshop
686200,Steam Cloud
686200,Stats
686200,Steam Leaderboards
686200,Includes level editor
686200,Remote Play on TV
686200,Remote Play Together
690790,Single-player
690790,Multi-player
690790,PvP
690790,Online PvP
690790,Steam Achievements
690790,Full controller support
690790,Steam Cloud
690790,Valve Anti-Cheat enabled
700030,Multi-player
700030,MMO
700030,PvP
700030,Online PvP
700030,In-App Purchases
703860,Single-player
703860,Multi-player
703860,PvP
703860,Online PvP
703860,Steam Achievements
703860,Full controller support
703860,Steam Cloud
710090,Single-player
710090,Partial Controller Support
714120,Single-player
714120,Steam Achievements
714120,Partial Controller Support
714120,Steam Cloud
714120,Remote Play on Phone
714120,Remote Play on Tablet
617290,Single-player
617290,Multi-player
617290,Co-op
617290,Online Co-op
617290,Steam Achievements
617290,Full controller support
617290,Steam Trading Cards
617290,Steam Cloud
617290,Remote Play on Tablet
617290,Remote Play on TV
620590,Single-player
620590,Multi-player
620590,PvP
620590,Online PvP
620590,Co-op
620590,Online Co-op
620590,Steam Achievements
620590,Full controller support
620590,Steam Trading Cards
620590,Steam Cloud
620590,Remote Play on TV
629730,Single-player
629760,Multi-player
629760,PvP
629760,Online PvP
629760,Co-op
629760,Online Co-op
629760,Steam Achievements
629760,Steam Trading Cards
629760,Steam Cloud
629760,Valve Anti-Cheat enabled
629760,Stats
629760,Remote Play on Phone
629760,Remote Play on Tablet
632360,Single-player
632360,Multi-player
632360,PvP
632360,Online PvP
632360,Co-op
632360,Online Co-op
632360,Full controller support
632360,Steam Cloud
632360,Steam Leaderboards
632360,Remote Play on Phone
632360,Remote Play on Tablet
632360,Remote Play on TV
633230,Single-player
633230,Multi-player
633230,PvP
633230,Online PvP
633230,Co-op
633230,Online Co-op
633230,Steam Achievements
633230,Partial Controller Support
637090,Single-player
637090,Multi-player
637090,PvP
637090,Online PvP
637090,Cross-Platform Multiplayer
637090,Steam Achievements
637090,Steam Trading Cards
637090,Steam Cloud
637090,Remote Play Together
637650,Single-player
637650,Multi-player
637650,PvP
637650,Online PvP
637650,Co-op
637650,Online Co-op
637650,Steam Achievements
637650,Full controller support
637650,Steam Trading Cards
637650,Steam Cloud
637650,Remote Play on Tablet
778700,Single-player
778700,Steam Achievements
782330,Single-player
782330,Multi-player
782330,PvP
782330,Online PvP
782330,Steam Achievements
782330,Steam Trading Cards
782330,Partial Controller Support
782330,Steam Cloud
782330,Remote Play on Phone
782330,Remote Play on Tablet
783770,Single-player
783770,Multi-player
783770,PvP
783770,Online PvP
783770,In-App Purchases
785260,Single-player
785260,Multi-player
785260,PvP
785260,Online PvP
785260,Shared/Split Screen PvP
785260,Shared/Split Screen
785260,Steam Achievements
785260,Steam Trading Cards
785260,Steam Cloud
785260,Remote Play Together
787480,Single-player
787480,Steam Achievements
787480,Steam Trading Cards
787480,Partial Controller Support
787480,Steam Cloud
787480,Remote Play on Phone
787480,Remote Play on Tablet
787860,Single-player
787860,Multi-player
787860,Co-op
787860,Cross-Platform Multiplayer
787860,Steam Achievements
787860,Full controller support
787860,Steam Trading Cards
787860,Steam Cloud
787860,Remote Play on Tablet
787860,Remote Play on TV
584400,Single-player
584400,Multi-player
584400,PvP
584400,Shared/Split Screen PvP
584400,Co-op
584400,Shared/Split Screen Co-op
584400,Shared/Split Screen
584400,Steam Achievements
584400,Full controller support
584400,Steam Trading Cards
584400,Steam Cloud
584400,Steam Leaderboards
584400,Remote Play on Phone
584400,Remote Play on Tablet
584400,Remote Play on TV
584400,Remote Play Together
588430,Single-player
588430,Steam Achievements
588430,Full controller support
588430,In-App Purchases
588430,Steam Cloud
588430,Stats
589590,Single-player
589590,Steam Achievements
589590,Full controller support
589590,Steam Trading Cards
590380,Single-player
590380,Steam Achievements
590380,Full controller support
590380,Steam Trading Cards
590380,Steam Cloud
590380,Remote Play on Phone
590380,Remote Play on Tablet
590380,Remote Play on TV
723780,Single-player
723780,Multi-player
723780,PvP
723780,Online PvP
723780,Cross-Platform Multiplayer
723780,Steam Achievements
723780,Full controller support
723780,In-App Purchases
727850,Single-player
727850,Steam Achievements
727850,Full controller support
727850,Captions available
727850,Steam Cloud
732430,Single-player
732430,Steam Achievements
732430,Partial Controller Support
732430,Steam Leaderboards
751780,Single-player
751780,Steam Achievements
751780,Full controller support
751780,Steam Trading Cards
751780,Steam Workshop
751780,Steam Cloud
751780,Steam Leaderboards
751780,Commentary available
751780,Remote Play on Phone
751780,Remote Play on Tablet
751780,Remote Play on TV
752590,Single-player
752590,Steam Achievements
752590,Full controller support
752590,Steam Trading Cards
752590,Steam Cloud
752590,Remote Play on Phone
752590,Remote Play on Tablet
752590,Remote Play on TV
758330,Single-player
758330,Steam Achievements
758330,Partial Controller Support
758330,Steam Cloud
765410,Multi-player
765410,PvP
765410,Online PvP
765410,Steam Achievements
765410,Stats
765880,Single-player
765880,Steam Achievements
765880,Full controller support
765880,Steam Trading Cards
765880,Steam Cloud
765880,Remote Play on TV
774171,Single-player
774171,Full controller support
774171,Steam Cloud
774171,Remote Play on Phone
774171,Remote Play on Tablet
774171,Remote Play on TV
774861,Multi-player
774861,PvP
774861,Online PvP
774861,Co-op
774861,Online Co-op
774861,Steam Achievements
774861,Full controller support
774861,Steam Cloud
886710,Single-player
886710,Multi-player
886710,Steam Achievements
976900,Single-player
976900,Multi-player
976900,PvP
976900,Online PvP
976900,Shared/Split Screen PvP
976900,Co-op
976900,Online Co-op
976900,Shared/Split Screen Co-op
976900,Shared/Split Screen
976900,Steam Achievements
976900,Full controller support
976900,Steam Cloud
976900,Stats
976900,Steam Leaderboards
976900,Remote Play Together
378760,Single-player
378760,Multi-player
378760,MMO
378760,PvP
378760,Online PvP
378760,Co-op
378760,Online Co-op
378760,In-App Purchases
378760,Stats
1264250,Single-player
1264250,Steam Achievements
1264250,Steam Cloud
1264250,Steam Leaderboards
598530,Single-player
1030430,Single-player
1030430,Multi-player
1030430,Co-op
1030430,Shared/Split Screen Co-op
1030430,Shared/Split Screen
1030430,Steam Achievements
1030430,Full controller support
1030430,Steam Cloud
1030430,Stats
1030430,Steam Leaderboards
1030430,Remote Play Together
676030,Single-player
1186100,Single-player
1186100,Multi-player
1186100,PvP
1186100,Online PvP
1186100,LAN PvP
1186100,Co-op
1186100,Online Co-op
1186100,LAN Co-op
1186100,Steam Achievements
1313730,Multi-player
1313730,PvP
1313730,Online PvP
1313730,Co-op
1313730,Online Co-op
1313730,Steam Achievements
1313730,Stats
1061100,Multi-player
1061100,MMO
1061100,PvP
1061100,Online PvP
1061100,Co-op
1061100,Online Co-op
1061100,Partial Controller Support
1104340,Single-player
761830,Single-player
761830,Steam Achievements
761830,Steam Cloud
761830,Stats
1073320,Single-player
1073320,Steam Achievements
1073320,Steam Cloud
1282930,Multi-player
1282930,PvP
1282930,Online PvP
1282930,Cross-Platform Multiplayer
1282930,Steam Achievements
1282930,Full controller support
412220,Single-player
412220,Multi-player
412220,Co-op
412220,Online Co-op
412220,LAN Co-op
412220,Cross-Platform Multiplayer
412220,Includes level editor
629970,Single-player
1240460,Single-player
578080,Multi-player
578080,PvP
578080,Online PvP
578080,Stats
578080,Remote Play on Phone
578080,Remote Play on Tablet
598980,Single-player
598980,Steam Achievements
598980,Steam Trading Cards
598980,Partial Controller Support
598980,Stats
598980,Steam Leaderboards
605740,Single-player
605740,Multi-player
605740,PvP
605740,Online PvP
605740,Co-op
605740,Online Co-op
605740,Partial Controller Support
616750,Single-player
616750,Multi-player
616750,PvP
616750,Online PvP
616750,Steam Achievements
616750,Steam Trading Cards
616750,Steam Cloud
620980,Single-player
620980,Steam Leaderboards
638990,Single-player
638990,Partial Controller Support
657240,Single-player
657240,Full controller support
683320,Single-player
683320,Steam Achievements
683320,Full controller support
683320,Steam Cloud
683320,Remote Play on Phone
683320,Remote Play on Tablet
683320,Remote Play on TV
1056640,Multi-player
1056640,Co-op
1056640,Online Co-op
1056640,Cross-Platform Multiplayer
1056640,Steam Achievements
1056640,In-App Purchases
1056640,Partial Controller Support
733620,Single-player
733620,Multi-player
733620,PvP
733620,Shared/Split Screen PvP
733620,Shared/Split Screen
733620,Steam Achievements
733620,Full controller support
733620,In-App Purchases
733620,Remote Play on TV
733620,Remote Play Together
748480,Single-player
748480,Steam Achievements
748480,Steam Trading Cards
753640,Single-player
753640,Steam Achievements
753640,Full controller support
753640,Steam Trading Cards
753640,Steam Cloud
753640,Remote Play on Phone
753640,Remote Play on Tablet
753640,Remote Play on TV
838350,Single-player
838350,Remote Play on Tablet
896890,Single-player
896890,Steam Achievements
973580,Single-player
973580,Multi-player
973580,PvP
973580,Online PvP
973580,Steam Achievements
973580,Partial Controller Support
973580,Steam Cloud
271590,Single-player
271590,Multi-player
271590,Steam Achievements
271590,Full controller support
271590,Remote Play on Phone
271590,Remote Play on Tablet
271590,Remote Play on TV
285800,Single-player
285800,Steam Achievements
285800,Full controller support
285800,Steam Trading Cards
285800,Steam Cloud
285800,Steam Leaderboards
285800,Remote Play on Phone
285800,Remote Play on Tablet
285800,Remote Play on TV
304930,Single-player
304930,Multi-player
304930,PvP
304930,Online PvP
304930,LAN PvP
304930,Co-op
304930,Online Co-op
304930,LAN Co-op
304930,Steam Achievements
304930,Steam Trading Cards
304930,Steam Workshop
304930,In-App Purchases
304930,Steam Cloud
304930,Valve Anti-Cheat enabled
304930,Stats
304930,Includes level editor
304930,Remote Play on Tablet
311210,Single-player
311210,Multi-player
311210,Co-op
311210,Shared/Split Screen
311210,Steam Achievements
311210,Full controller support
311210,Steam Trading Cards
311210,Steam Workshop
311210,Valve Anti-Cheat enabled
311210,Steam Leaderboards
311210,Remote Play on Phone
311210,Remote Play on Tablet
311210,Remote Play on TV
311210,Remote Play Together
320040,Single-player
320040,Multi-player
320040,Co-op
320040,Shared/Split Screen
320040,Steam Achievements
320040,Full controller support
320040,Steam Trading Cards
320040,Captions available
320040,Steam Cloud
320040,Remote Play on Phone
320040,Remote Play on Tablet
320040,Remote Play on TV
320040,Remote Play Together
327090,Single-player
327090,Multi-player
327090,MMO
327090,PvP
327090,Online PvP
327090,Shared/Split Screen PvP
327090,Co-op
327090,Online Co-op
327090,Cross-Platform Multiplayer
327090,Steam Achievements
327090,Steam Trading Cards
327090,Valve Anti-Cheat enabled
327090,Remote Play Together
333600,Single-player
333600,Steam Achievements
333600,Steam Trading Cards
333600,Steam Cloud
333600,Remote Play on Phone
333600,Remote Play on Tablet
360430,Single-player
360430,Steam Achievements
360430,Full controller support
360430,Steam Trading Cards
360430,Steam Cloud
360430,Remote Play on Tablet
360430,Remote Play on TV
215280,Multi-player
215280,MMO
215280,PvP
215280,Online PvP
215280,Co-op
215280,Online Co-op
215280,Steam Trading Cards
219740,Single-player
219740,Full controller support
219740,Steam Trading Cards
219740,Steam Workshop
219740,Steam Cloud
219740,Remote Play on Phone
219740,Remote Play on Tablet
219740,Remote Play on TV
230190,Single-player
230190,Multi-player
230190,PvP
230190,Online PvP
230190,Cross-Platform Multiplayer
230190,Steam Achievements
230190,Steam Trading Cards
230190,Captions available
230190,Steam Workshop
230190,Steam Cloud
230190,Steam Leaderboards
230190,Includes level editor
235540,Single-player
235540,Multi-player
235540,Co-op
235540,Online Co-op
235540,Steam Achievements
235540,Steam Trading Cards
235540,Captions available
235540,Partial Controller Support
235540,Steam Cloud
237990,Single-player
237990,Steam Achievements
237990,Full controller support
237990,Steam Trading Cards
237990,Captions available
237990,Steam Cloud
237990,Includes level editor
237990,Remote Play on Tablet
237990,Remote Play on TV
239140,Single-player
239140,Multi-player
239140,PvP
239140,Online PvP
239140,Co-op
239140,Online Co-op
239140,Steam Achievements
239140,Full controller support
239140,Steam Trading Cards
239140,Steam Workshop
239140,Steam Cloud
239140,Valve Anti-Cheat enabled
239140,Includes level editor
239140,Remote Play on Tablet
239140,Remote Play on TV
252490,Multi-player
252490,MMO
252490,PvP
252490,Online PvP
252490,Co-op
252490,Online Co-op
252490,Cross-Platform Multiplayer
252490,Steam Achievements
252490,Steam Trading Cards
252490,Steam Workshop
252490,In-App Purchases
252490,Valve Anti-Cheat enabled
252490,Stats
252490,Remote Play on Tablet
261550,Single-player
261550,Multi-player
261550,PvP
261550,Online PvP
261550,Remote Play on Tablet
4000,Single-player
4000,Multi-player
4000,PvP
4000,Online PvP
4000,LAN PvP
4000,Co-op
4000,Online Co-op
4000,LAN Co-op
4000,Cross-Platform Multiplayer
4000,Steam Achievements
4000,Steam Trading Cards
4000,Captions available
4000,Steam Workshop
4000,Steam Cloud
4000,Valve Anti-Cheat enabled
4000,Includes level editor
4000,Remote Play on Tablet
1073440,Single-player
1113000,Single-player
1113000,Steam Achievements
1113000,Full controller support
1113000,Steam Trading Cards
1113000,Steam Cloud
1170880,Single-player
1170880,Partial Controller Support
1170880,Steam Cloud
1237970,Single-player
1237970,Multi-player
1237970,PvP
1237970,Online PvP
1237970,Steam Achievements
1237970,Full controller support
1237970,Steam Trading Cards
1237970,Remote Play on Phone
1237970,Remote Play on Tablet
1237970,Remote Play on TV
1254370,Single-player
