name,appid,categories,genres,metacritic
Miss Cat,1073610,['Single-player'],"['Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",'metacritic'
Not So Heart,1073620,"['Single-player', 'Steam Achievements', 'Full controller support']",['Indie'],'metacritic'
JetX Space Edition,1073640,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Leaderboards']","['Action', 'Casual', 'Racing']",'metacritic'
Legion of Scorn,1073710,['Single-player'],['Indie'],'metacritic'
Navigation Bar,1073720,'categories',['Utilities'],'metacritic'
Cubito Mayhem,1073740,['Single-player'],"['Action', 'Early Access']",'metacritic'
XANARTHRAXIA,1073770,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']","['Casual', 'Indie', 'RPG']",'metacritic'
The Astrolarix,1073790,"['Single-player', 'Partial Controller Support', 'Steam Cloud']","['Adventure', 'Casual', 'Indie']",'metacritic'
Star Shift,1072840,"['Single-player', 'Partial Controller Support']","['Adventure', 'Indie', 'RPG', 'Strategy']",'metacritic'
RifleRange,1072850,"['Single-player', 'Steam Achievements', 'Stats']","['Action', 'Indie']",'metacritic'
Heal Plz,1070100,['Single-player'],"['Adventure', 'Indie', 'RPG']",'metacritic'
ELYSION,1070110,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']","['Action', 'Adventure', 'Indie']",'metacritic'
SLAYERS FOR HIRE,1070150,"['Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Partial Controller Support', 'Remote Play Together']","['Action', 'Indie', 'Early Access']",'metacritic'
Avis Rapida - Aerobatic Racing,1070160,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together']","['Racing', 'Early Access']",'metacritic'
Rescue Team 6,1070180,"['Single-player', 'Steam Cloud']","['Adventure', 'Casual', 'Indie']",'metacritic'
Spellsword Cards: Origins,1070190,['Single-player'],"['Indie', 'Strategy']",'metacritic'
Detective Kobayashi,1070220,['Single-player'],"['Adventure', 'Casual', 'Indie', 'RPG']",'metacritic'
Rune Lord,1069460,"['Single-player', 'Steam Cloud']","['Adventure', 'Casual', 'Indie']",'metacritic'
Dots & Girls,1069470,"['Single-player', 'Steam Achievements']","['Casual', 'Indie']",'metacritic'
Worldwide Sports Fishing,1069480,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Partial Controller Support', 'Stats']","['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Sports']",'metacritic'
Hentai Babes - Fantasy,1069490,"['Single-player', 'Steam Achievements']","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",'metacritic'
Ultimate Shotgun Championship,1069500,['Single-player'],"['Casual', 'Indie', 'Simulation']",'metacritic'
绿野白银树,1069520,['Single-player'],"['Action', 'Adventure', 'Indie', 'RPG']",'metacritic'
Super Lumberjack,1069540,"['Single-player', 'Steam Cloud']","['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",'metacritic'
Exile of the Gods,1069610,"['Single-player', 'Steam Achievements', 'Captions available', 'Steam Cloud']","['Adventure', 'Indie', 'RPG']",'metacritic'
Ultimate Admiral: Age of Sail,1069650,"['Single-player', 'Steam Achievements']","['Indie', 'Simulation', 'Strategy', 'Early Access']",'metacritic'
Eilf,1069670,"['Single-player', 'Steam Cloud']","['Casual', 'Free to Play', 'Indie', 'RPG']",'metacritic'
Rogue Lords,1069690,"['Single-player', 'Full controller support']","['RPG', 'Strategy']",'metacritic'
Gear City Against Chaos,1069710,['Single-player'],"['Action', 'Simulation', 'Strategy', 'Early Access']",'metacritic'
Vacation Adventures: Cruise Director 2,1069720,['Single-player'],['Casual'],'metacritic'
Balance Breakers,1069750,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Remote Play on TV', 'Remote Play Together']","['Action', 'Casual', 'Indie', 'Early Access']",'metacritic'
Ethereal Enigma,1069760,"['Single-player', 'Steam Cloud']","['Adventure', 'Indie', 'RPG', 'Simulation']",'metacritic'
Mariachi Undead,1069810,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on TV']","['Action', 'Adventure', 'Indie']",'metacritic'
Fog of War: The Battle for Cerberus,1069820,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure', 'Indie', 'RPG']",'metacritic'
Grit,1069840,['Single-player'],"['Adventure', 'Casual', 'Indie', 'Simulation']",'metacritic'
Crawlco Block Knockers,1069850,"['Single-player', 'Steam Achievements', 'Full controller support']","['Action', 'Casual', 'Indie', 'Strategy']",'metacritic'
Little Dungeon Stories,1069050,"['Single-player', 'Steam Achievements', 'Stats']","['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy', 'Early Access']",'metacritic'
Player Goes Jump,1069080,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Action', 'Adventure', 'Casual', 'Strategy', 'Early Access']",'metacritic'
PureDesktop,1069090,['Includes level editor'],"['Animation & Modeling', 'Design & Illustration', 'Utilities', 'Early Access']",'metacritic'
The Game is Yours,1069100,"['Single-player', 'Steam Leaderboards']","['Adventure', 'Casual', 'Indie', 'Early Access']",'metacritic'
失落的地下城 Lost Dungeon,1069120,['Single-player'],"['Action', 'Adventure', 'Indie', 'RPG']",'metacritic'
Kakwitene VR,1069130,['Single-player'],"['Casual', 'Indie', 'Early Access']",'metacritic'
Cthulhu's Catharsis,1069140,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op']","['Indie', 'Strategy']",'metacritic'
Drop Kick Zombie!,1069180,"['Single-player', 'Partial Controller Support']","['Action', 'Indie']",'metacritic'
Flight Of Nova,1069190,"['Single-player', 'Full controller support', 'Steam Cloud']",['Simulation'],'metacritic'
Pulang : Insanity,1069210,['Single-player'],['Indie'],'metacritic'
Tsukikage no Simulacre:Kaihou no Hane,1069230,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","['Adventure', 'Casual']",'metacritic'
Eslander,1069250,"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Steam Achievements']","['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",'metacritic'
Rotatex,1069270,"['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Action', 'Adventure', 'Casual', 'Indie']",'metacritic'
Elpida: Crônicas de uma guerreira,1069290,"['Single-player', 'Commentary available']","['Adventure', 'Casual', 'Indie', 'RPG']",'metacritic'
Plasticity,1069360,"['Single-player', 'Captions available']",['Indie'],'metacritic'
Flaws in the People We Love,1069380,['Single-player'],['Free to Play'],'metacritic'
Rekt!,1065320,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Partial Controller Support', 'Remote Play Together']","['Action', 'Casual', 'Indie', 'Racing', 'Sports']",'metacritic'
The Grandmaster,1065350,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']","['Action', 'Casual', 'Free to Play', 'Indie']",'metacritic'
Lesbian Breakout,1065380,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",'metacritic'
Virtual Hero VR,1065390,['Single-player'],['Free to Play'],'metacritic'
That's Pretty Clever,1065410,['Single-player'],"['Casual', 'Strategy']",'metacritic'
ReThink | Evolved 3,1065460,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual', 'Indie']",'metacritic'
VR Art Gallery: Alexandra Buckle,1065540,'categories',['Utilities'],'metacritic'
Block Busters,1065550,"['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']","['Action', 'Casual', 'Free to Play', 'Indie']",'metacritic'
Malcom's Day,1065560,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",['Indie'],'metacritic'
Cyber Gun,1065570,['Single-player'],"['Action', 'Adventure', 'Indie']",'metacritic'
Space Tower,1064750,"['Single-player', 'Steam Cloud']","['Casual', 'Indie', 'Strategy', 'Early Access']",'metacritic'
Hentai Babes - In Costume,1064800,"['Single-player', 'Steam Achievements']","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",'metacritic'
NB Desktop,1064820,"['Steam Workshop', 'Steam Cloud']","['Design & Illustration', 'Photo Editing', 'Software Training', 'Utilities', 'Early Access']",'metacritic'
Tamarin,1064840,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on TV']","['Action', 'Adventure', 'Indie']",'metacritic'
约拍女神,1064860,['Single-player'],"['Indie', 'RPG', 'Simulation']",'metacritic'
Buzludzha VR,1064900,['Single-player'],"['Adventure', 'Indie', 'Simulation']",'metacritic'
Flyeeex,1064910,"['Single-player', 'Steam Achievements']","['Adventure', 'Indie']",'metacritic'
VR Party Pack,1064920,"['Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Cross-Platform Multiplayer', 'Remote Play Together']","['Casual', 'Indie']",'metacritic'
FluidLander,1064950,"['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Action', 'Free to Play']",'metacritic'
The Legion: FringeBound,1064960,"['Single-player', 'Steam Cloud']","['Adventure', 'Indie', 'RPG', 'Strategy']",'metacritic'
Thunder Paw,1064990,"['Single-player', 'Steam Achievements', 'Full controller support']","['Action', 'Adventure', 'Indie']",'metacritic'
Micro Mages,1065020,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Partial Controller Support', 'Remote Play Together']","['Action', 'Indie']",'metacritic'
模拟家装修,1065030,['Single-player'],"['Casual', 'Indie', 'Simulation']",'metacritic'
Gunship Recon,1065050,"['Single-player', 'Steam Achievements']","['Action', 'Indie']",'metacritic'
Été,1065070,"['Single-player', 'Full controller support']",['Indie'],'metacritic'
Golden Treasure: The Great Green,1065100,['Single-player'],"['Adventure', 'Indie', 'RPG', 'Simulation']",'metacritic'
Homeward Duck,1065110,['Single-player'],"['Casual', 'Free to Play', 'Indie']",'metacritic'
SpaceEscapeVR,1064260,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op']",['Simulation'],'metacritic'
A Place for the Unwilling,1064310,"['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Adventure', 'Indie']","{'score': 73, 'url': 'https://www.metacritic.com/game/pc/a-place-for-the-unwilling?ftag=MCD-06-10aaa1f'}"
Ferret Scoundrels,1064320,['Single-player'],"['Adventure', 'Indie', 'RPG', 'Early Access']",'metacritic'
Beatcrash,1064360,['Single-player'],"['Action', 'Casual', 'Indie']",'metacritic'
Phucker in the Gulag,1064420,['Single-player'],"['Adventure', 'Casual', 'Free to Play', 'Indie']",'metacritic'
Xiu's SuperMarket,1064440,['Single-player'],"['Casual', 'Indie', 'RPG']",'metacritic'
BL00,1064450,['Single-player'],"['Action', 'Adventure', 'Indie']",'metacritic'
Murder House,1064460,"['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available']","['Adventure', 'Indie']",'metacritic'
Deadly Path,1064480,['Single-player'],"['Action', 'Adventure', 'Casual', 'Indie']",'metacritic'
Night of the Shrub Part 3,1064490,"['Single-player', 'Steam Achievements']",['Casual'],'metacritic'
Helm Realm,1064520,"['Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Partial Controller Support']","['Action', 'Casual', 'Indie']",'metacritic'
Puzzle Pelago - A Drag & Drop Economy,1064540,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual', 'Indie', 'Simulation']",'metacritic'
CaptainMarlene,1064580,['Single-player'],"['Adventure', 'Indie']",'metacritic'
Bax,1064590,"['Single-player', 'Steam Achievements']","['Casual', 'Indie']",'metacritic'
BattleSteam,1064600,"['Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases']","['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Early Access']",'metacritic'
Neon Beats,1064610,"['Single-player', 'Steam Achievements', 'Full controller support']","['Free to Play', 'Indie']",'metacritic'
Forest of Evil,1064620,['Single-player'],"['Action', 'Adventure', 'Indie']",'metacritic'
Taboos: Cracks,1060670,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual', 'Indie']",'metacritic'
Mission XAM,1060690,"['Single-player', 'Steam Achievements', 'Full controller support']","['Action', 'Casual', 'Indie']",'metacritic'
"Die, zombie sausage, die!",1060770,"['Single-player', 'Steam Achievements', 'Stats', 'Steam Leaderboards']","['Action', 'Indie']",'metacritic'
The Sphere of Abyss,1060810,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']","['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",'metacritic'
DanCop - Daniela on Duty,1060820,"['Single-player', 'Full controller support']",['Indie'],'metacritic'
Maze of Memories,1060840,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual', 'Indie']",'metacritic'
Spleen,1060850,['Single-player'],"['Action', 'Indie', 'RPG']",'metacritic'
"Hello, World.",1060870,['Single-player'],"['Casual', 'Indie']",'metacritic'
FIRST STAR DOWN,1060880,['Single-player'],"['Adventure', 'Casual', 'Indie']",'metacritic'
Get Out,1060890,"['Single-player', 'Partial Controller Support']","['Action', 'Indie', 'Early Access']",'metacritic'
Mural,1060900,['Single-player'],"['Adventure', 'Indie']",'metacritic'
Call of the Void,1060100,['Single-player'],"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",'metacritic'
Space Trade Fleet 1.5,1060110,['Single-player'],"['Action', 'Casual', 'Indie', 'RPG']",'metacritic'
PARADISE,1060160,"['Single-player', 'Steam Achievements']","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",'metacritic'
Azurael's Circle: Chapter 4,1060170,['Single-player'],"['Adventure', 'Indie']",'metacritic'
Cyber Driver,1060180,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']","['Action', 'Casual', 'Indie', 'Racing', 'Simulation']",'metacritic'
Disaster Report 4: Summer Memories,1060210,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","['Action', 'Adventure']","{'score': 58, 'url': 'https://www.metacritic.com/game/pc/disaster-report-4-summer-memories?ftag=MCD-06-10aaa1f'}"
Langrisser I & II,1060220,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","['RPG', 'Strategy']",'metacritic'
Sapiens,1060230,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Workshop', 'Partial Controller Support', 'Remote Play Together']","['Indie', 'Simulation', 'Strategy']",'metacritic'
Rumia in the darkness,1060240,"['Single-player', 'Partial Controller Support', 'Steam Cloud']","['Adventure', 'Indie', 'RPG', 'Strategy']",'metacritic'
Beautify Day,1060280,['Single-player'],"['Casual', 'Indie']",'metacritic'
Homeless Simulator,1060300,['Single-player'],"['Adventure', 'Indie', 'Simulation']",'metacritic'
Great Toilet Simulator,1060310,['Single-player'],"['Action', 'Adventure', 'Indie', 'Simulation']",'metacritic'
One Drop Bot,1060320,"['Single-player', 'Full controller support']",['Indie'],'metacritic'
Shizue: Innocent curse,1060340,['Single-player'],"['Adventure', 'Casual', 'Indie']",'metacritic'
War of the Seraphim,1060350,['Single-player'],"['Action', 'Early Access']",'metacritic'
Vampire Martina-Bloody Day 228,1060360,"['Single-player', 'Full controller support']","['Action', 'Indie']",'metacritic'
Crazy space pirate,1060370,"['Single-player', 'Steam Achievements']","['Adventure', 'Indie']",'metacritic'
Slime Adventure 2,1060380,"['Single-player', 'Steam Achievements']","['Adventure', 'Indie']",'metacritic'
Mystic RUS-files,1060400,['Single-player'],"['Action', 'Adventure', 'Indie']",'metacritic'
Sky Shepherd,1060450,"['Single-player', 'Full controller support']","['Adventure', 'Indie']",'metacritic'
Apollo 17 - Moonbuggy VR,1060460,['Single-player'],"['Adventure', 'Simulation']",'metacritic'
Global Infection,1060470,['Single-player'],"['Action', 'Adventure', 'Casual', 'Indie']",'metacritic'
Mystery Trackers: Winterpoint Tragedy Collector's Edition,1059620,['Single-player'],"['Adventure', 'Casual']",'metacritic'
Deepsea Salvor,1059640,['Single-player'],"['Action', 'Indie', 'Early Access']",'metacritic'
Life Combinations,1059660,['Single-player'],"['Casual', 'Indie', 'Simulation', 'Early Access']",'metacritic'
Make Route: Escape the police,1059690,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual', 'Indie', 'Strategy']",'metacritic'
New Yankee 6: In Pharaoh's Court,1059710,"['Single-player', 'Steam Cloud']","['Adventure', 'Casual', 'Indie']",'metacritic'
Gunslingers & Zombies,1059740,['Single-player'],['Action'],'metacritic'
Sicier's Zweck,1059760,"['Single-player', 'Steam Achievements']","['Indie', 'Simulation']",'metacritic'
NOISETUBE,1059810,['Single-player'],"['Indie', 'Early Access']",'metacritic'
Magic Encyclopedia: Moon Light,1059830,"['Single-player', 'Steam Cloud']","['Adventure', 'Casual', 'Indie']",'metacritic'
Continuum,1059840,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual', 'Indie']",'metacritic'
Grotesque Beauty - A Horror Visual Novel,1056280,['Single-player'],"['Adventure', 'Indie', 'Simulation']",'metacritic'
Biplane Racer,1056310,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together']","['Casual', 'Indie', 'Racing', 'Sports']",'metacritic'
Island Town Zombie Paradise,1056320,['Single-player'],"['Action', 'Casual', 'Indie', 'Racing', 'Early Access']",'metacritic'
L.S.S II,1056330,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","['Action', 'Indie', 'Early Access']",'metacritic'
Racing Fighters,1056340,"['Single-player', 'Partial Controller Support']","['Action', 'Indie', 'Racing', 'Simulation', 'Early Access']",'metacritic'
Wizard Warfare,1056350,['Single-player'],"['Indie', 'Strategy']",'metacritic'
Rigo: The Movie,1056370,['Single-player'],['Indie'],'metacritic'
Ultra Savage,1056390,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure', 'Casual', 'Indie', 'RPG']",'metacritic'
Azure Wing: Rising Gale,1056420,['Single-player'],"['Adventure', 'Indie']",'metacritic'
City Zombies,1056470,"['Single-player', 'Steam Achievements']","['Action', 'Casual', 'Indie']",'metacritic'
The Garden Pub,1056480,['Single-player'],['Simulation'],'metacritic'
The World is Your Weapon,1056490,"['Single-player', 'Partial Controller Support']","['Action', 'Indie', 'RPG']",'metacritic'
Novus Campis,1055640,['Single-player'],['Strategy'],'metacritic'
十日,1055660,['Single-player'],"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",'metacritic'
Awakening: The Dreamless Castle,1055690,['Single-player'],"['Adventure', 'Casual']",'metacritic'
美少年梦工厂3：重生,1055760,['Single-player'],"['Indie', 'RPG', 'Simulation']",'metacritic'
Metal Country,1055770,['Single-player'],"['Action', 'Adventure', 'Indie']",'metacritic'
Plunger Knight - Washers of Truth,1055780,['Single-player'],"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",'metacritic'
Inspector Waffles,1055850,['Single-player'],"['Adventure', 'Indie']",'metacritic'
Siberian Run VR,1055870,['Single-player'],"['Adventure', 'Indie']",'metacritic'
Game Of Puzzles: Nature,1055890,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual', 'Indie', 'Strategy']",'metacritic'
The Elemental Heart,1055930,"['Single-player', 'Steam Cloud']","['Adventure', 'Indie', 'RPG']",'metacritic'
Sentenced,1055940,['Single-player'],['Indie'],'metacritic'
Feels,1055950,"['Single-player', 'Steam Achievements']","['Adventure', 'Indie', 'RPG', 'Early Access']",'metacritic'
Thistledown: A Tragedy of Blood.,1055960,['Single-player'],['Indie'],'metacritic'
Argonauts Agency: Pandora's Box,1055970,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual', 'Simulation', 'Strategy']",'metacritic'
Erannorth Reborn,1055990,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']","['Adventure', 'Indie', 'RPG', 'Strategy']",'metacritic'
Не падай!,1056010,"['Single-player', 'Steam Achievements']","['Casual', 'Indie', 'Racing', 'Simulation']",'metacritic'
Maidesktop,1056040,"['Single-player', 'Steam Achievements']","['Casual', 'Indie', 'Simulation']",'metacritic'
LONGING RING OF ESCA,1056050,"['Single-player', 'Full controller support']",['RPG'],'metacritic'
Eon,1056060,"['Single-player', 'Full controller support']","['Action', 'Casual', 'Indie', 'Strategy']",'metacritic'
Instinct Rush,1056070,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']","['Casual', 'Indie']",'metacritic'
Epic Adventures: Cursed Onboard,1056080,"['Single-player', 'Partial Controller Support']","['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",'metacritic'
FlowMotion,1055340,"['Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Partial Controller Support', 'Remote Play Together']","['Casual', 'Free to Play', 'Indie', 'Early Access']",'metacritic'
Infested Inside Multiplayer Online,1055360,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op']","['Action', 'Indie']",'metacritic'
Code S-44 : Episode 1,1055380,['Single-player'],"['Adventure', 'Free to Play', 'Indie', 'Early Access']",'metacritic'
The Highscore,1055420,"['Single-player', 'Full controller support']",['Action'],'metacritic'
Claw Staff,1055460,"['Single-player', 'Steam Achievements']","['Action', 'Indie']",'metacritic'
Weed Farmer Simulator,1055490,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual', 'Indie', 'Simulation', 'Early Access']",'metacritic'
Shuttlecock-H,1055590,"['Single-player', 'Steam Achievements', 'Full controller support']","['Action', 'Casual', 'Indie']",'metacritic'
Deep Space Battle Simulator,1055610,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']","['Action', 'Indie', 'Strategy', 'Early Access']",'metacritic'
Minions Battle,1055620,"['Single-player', 'Multi-player', 'PvP', 'Online PvP']","['Action', 'Casual', 'Indie']",'metacritic'
The Artifacts,1051940,['Single-player'],"['Adventure', 'Casual', 'Indie']",'metacritic'
Voyage,1051950,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together']","['Adventure', 'Indie']",'metacritic'
Fly Punch Boom!,1051960,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Remote Play on TV', 'Remote Play Together']","['Action', 'Indie']",'metacritic'
TARS,1051990,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Action', 'Adventure', 'Casual', 'Indie']",'metacritic'
Heidentum,1052010,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Stats']","['Indie', 'Strategy']",'metacritic'
Star Impact,1052030,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']","['Action', 'Casual', 'Indie']",'metacritic'
Selatria,1052040,"['Single-player', 'Full controller support']","['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",'metacritic'
Resistance is Fruitile,1052080,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together']","['Action', 'Indie']",'metacritic'
Easy hentai puzzle,1052090,"['Single-player', 'Steam Achievements']","['Casual', 'Indie']",'metacritic'
Heart of Smoke,1052100,"['Single-player', 'Steam Achievements', 'Full controller support']","['Action', 'Adventure', 'Indie']",'metacritic'
Alternator: Tactical Stealth Operations,1052120,['Single-player'],"['Action', 'Adventure', 'Early Access']",'metacritic'
Function,1052140,['Single-player'],"['Casual', 'Indie', 'Sports', 'Early Access']",'metacritic'
WoozyHero 乌贼英雄,1052150,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Cloud']","['Action', 'Casual', 'Indie']",'metacritic'
Dead forest,1051350,"['Single-player', 'Steam Achievements']","['Adventure', 'Casual', 'Indie']",'metacritic'
Wanderlust: Travel Stories,1051410,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure', 'Indie']","{'score': 79, 'url': 'https://www.metacritic.com/game/pc/wanderlust-travel-stories?ftag=MCD-06-10aaa1f'}"
Jey's Empire,1051420,"['Single-player', 'Steam Achievements']","['Indie', 'RPG', 'Strategy']",'metacritic'
Ship Builder Simulator,1051440,['Single-player'],['Simulation'],'metacritic'
Animal Friends Adventure,1051470,"['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Action', 'Adventure', 'Casual', 'Indie']",'metacritic'
Digital Diamond Baseball V8,1051500,['Single-player'],"['Indie', 'Sports', 'Strategy']",'metacritic'
Helpless Zombies,1051530,"['Single-player', 'Steam Achievements']","['Casual', 'Indie']",'metacritic'
Hockey Player VR,1051570,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer']","['Sports', 'Early Access']",'metacritic'
Skjoldur Story,1051580,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Action', 'Adventure', 'Indie', 'RPG']",'metacritic'
Lulu & Ennoi - Sacred Suit Girls,1051590,['Single-player'],"['Casual', 'Indie', 'RPG', 'Strategy']",'metacritic'
Surface: The Soaring City Collector's Edition,1051600,['Single-player'],"['Adventure', 'Casual']",'metacritic'
Memorial Park of Hypoxia,1051630,"['Single-player', 'Steam Achievements']","['Action', 'Indie', 'Simulation', 'Strategy', 'Early Access']",'metacritic'
Sex & Gun VR,1051670,['Single-player'],"['Action', 'Adventure', 'Early Access']",'metacritic'
CHUCK,1051710,['Single-player'],['Casual'],'metacritic'
Wavey The Rocket,1050880,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Action', 'Indie']","{'score': 62, 'url': 'https://www.metacritic.com/game/pc/wavey-the-rocket?ftag=MCD-06-10aaa1f'}"
Die Bloody Nazi Die!,1050900,"['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",'metacritic'
GALAXY MONSTER,1050910,"['Single-player', 'Steam Achievements', 'Steam Leaderboards']","['Action', 'Indie']",'metacritic'
Cookie Invaders,1051060,"['Single-player', 'Steam Cloud', 'Steam Leaderboards']","['Action', 'Casual', 'Indie', 'RPG']",'metacritic'
Trial of the Towers,1051130,"['Single-player', 'Partial Controller Support']","['Action', 'Free to Play', 'Indie']",'metacritic'
Snowball Rush,1051160,['Single-player'],"['Action', 'Adventure', 'Casual', 'Indie']",'metacritic'
