name,appid,categories,genres,metacritic
絶望プリズン,1167790,"['Single-player', 'Steam Cloud']","['Adventure', 'Free to Play', 'Indie', 'RPG']",'metacritic'
Exphelius: Arena,1167800,['Single-player'],"['Action', 'Indie', 'Early Access']",'metacritic'
Airport Contraband,1167820,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']","['Action', 'Casual', 'Indie', 'Simulation']",'metacritic'
Sokpop S04: Penguin Park 3D,1167850,"['Single-player', 'Steam Achievements']",['Indie'],'metacritic'
Friday 星期五部门,1167900,"['Single-player', 'Steam Achievements']","['Casual', 'Indie', 'RPG']",'metacritic'
Shooty Mine,1167930,"['Multi-player', 'PvP', 'Online PvP', 'Steam Workshop', 'Partial Controller Support']",['Indie'],'metacritic'
Aesop’s Fables - A New Approach,1167940,"['Single-player', 'Steam Achievements']","['Adventure', 'Casual', 'Indie']",'metacritic'
Vampire's Fall: Origins,1167950,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Indie', 'RPG']",'metacritic'
Will: The Beginning,1167970,['Single-player'],['Indie'],'metacritic'
Soul Reaper,1163660,"['Single-player', 'Steam Achievements']","['Adventure', 'Indie', 'RPG', 'Strategy']",'metacritic'
Kings Of Wings,1162820,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen']","['Casual', 'Indie']",'metacritic'
Pax Ruthenia,1162880,"['Single-player', 'Steam Achievements']","['Indie', 'Simulation', 'Strategy']",'metacritic'
Iron Blood VR,1162900,"['Multi-player', 'PvP', 'Online PvP']","['Action', 'Massively Multiplayer']",'metacritic'
Time of the Moon,1162920,['Single-player'],"['Adventure', 'Indie', 'RPG']",'metacritic'
Split or Steal,1162930,"['Multi-player', 'PvP', 'Online PvP', 'In-App Purchases']","['Casual', 'Free to Play', 'Simulation']",'metacritic'
TEAM SWICTH VR - EXPERTS ROBBERY AGENCY,1162940,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op']","['Action', 'Casual', 'Indie', 'Strategy']",'metacritic'
>Connect,1162950,['Single-player'],"['Action', 'Simulation']",'metacritic'
Angry Video Game Nerd I & II Deluxe,1162960,"['Single-player', 'Steam Achievements', 'Full controller support']","['Action', 'Adventure']",'metacritic'
ZOR: Pilgrimage of the Slorfs,1162990,['Single-player'],"['Adventure', 'Indie', 'Strategy']",'metacritic'
The Looter,1163020,"['Single-player', 'Steam Achievements', 'Full controller support']","['Action', 'Adventure', 'Indie']",'metacritic'
Billion Road,1163040,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together']","['Casual', 'Strategy']",'metacritic'
RaiOhGar: Asuka and the King of Steel,1163070,"['Single-player', 'Steam Cloud']","['Indie', 'RPG']",'metacritic'
Boot Camp Fitness,1163090,"['Single-player', 'Steam Achievements']","['Casual', 'Indie', 'Sports', 'Early Access']",'metacritic'
我是院长,1163100,['Single-player'],"['Indie', 'Simulation', 'Strategy']",'metacritic'
Oasis VR,1163130,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer']","['Adventure', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Simulation', 'Sports', 'Early Access']",'metacritic'
Unfamiliar,1163150,"['Single-player', 'Full controller support']","['Adventure', 'Casual', 'Indie', 'RPG']",'metacritic'
Ronin 2072,1163160,"['Single-player', 'Partial Controller Support']","['Action', 'Indie']",'metacritic'
Music Desktop,1163170,'categories',['Utilities'],'metacritic'
大富翁10(Richman 10),1162520,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet']","['Casual', 'Strategy']",'metacritic'
"Ciconia When They Cry - Phase 1 For You, the Replaceable Ones",1162560,"['Single-player', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet']",['Adventure'],'metacritic'
The Protagonist: EX-1,1162570,['Single-player'],"['Action', 'Indie', 'RPG', 'Strategy']",'metacritic'
Three Little Bears,1162580,['Single-player'],"['Adventure', 'Indie']",'metacritic'
Halloween with Veronica,1162590,['Single-player'],['Adventure'],'metacritic'
Solitaire Call of Honor,1162630,['Single-player'],['Casual'],'metacritic'
Adventure mosaics. Forest spirits,1162640,['Single-player'],['Casual'],'metacritic'
剑为君舞,1162650,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']","['Adventure', 'RPG']",'metacritic'
Blocks!: Julius Caesar,1162670,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Remote Play Together']","['Indie', 'Simulation', 'Strategy']",'metacritic'
House Number 666,1162690,"['Single-player', 'Steam Achievements', 'Full controller support']","['Adventure', 'Casual', 'Indie']",'metacritic'
Midnight Protocol,1162700,['Single-player'],"['Action', 'Indie', 'RPG', 'Strategy']",'metacritic'
Deep Ocean Rush,1162730,"['Single-player', 'Steam Achievements']","['Casual', 'Indie']",'metacritic'
Songs of Syx,1162750,"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud']","['Indie', 'Simulation', 'Strategy', 'Early Access']",'metacritic'
MMX: Otherworld Mystery - Expanded Edition,1162760,"['Single-player', 'Steam Achievements']","['Action', 'Adventure', 'Casual', 'Early Access']",'metacritic'
Below Sunshade,1162170,"['Single-player', 'Partial Controller Support']","['Indie', 'RPG']",'metacritic'
Warren The Warlock,1162180,"['Single-player', 'Partial Controller Support']","['Casual', 'Free to Play', 'Indie']",'metacritic'
Eternal Hope,1162280,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']","['Adventure', 'Indie']",'metacritic'
Galactic Management,1156910,['Single-player'],"['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",'metacritic'
INK,1156950,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Action', 'Indie']",'metacritic'
我们的国,1156970,['Single-player'],"['Casual', 'Indie', 'Strategy']",'metacritic'
Nijowari: Where Angels Fall,1156980,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Casual', 'Indie']",'metacritic'
Return to Shironagasu Island,1156990,['Single-player'],['Adventure'],'metacritic'
Him & I,1157010,"['Single-player', 'Steam Achievements']","['Action', 'Adventure', 'Indie']",'metacritic'
1001 Hugs,1157020,['Single-player'],"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Strategy']",'metacritic'
Arkan: The dog adventurer,1157040,"['Single-player', 'Partial Controller Support']","['Action', 'Indie']",'metacritic'
Flinger Tactics,1157050,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Remote Play Together']","['Action', 'Casual', 'Free to Play', 'Indie', 'Sports', 'Strategy', 'Early Access']",'metacritic'
Arabian Stones - The VR Sudoku Game,1157070,['Single-player'],"['Casual', 'Indie']",'metacritic'
Three Of a Fish,1157080,['Single-player'],"['Casual', 'Indie', 'Simulation']",'metacritic'
Eidolon,1157090,"['Single-player', 'Steam Achievements']",['Indie'],"{'score': 64, 'url': 'https://www.metacritic.com/game/pc/eidolon?ftag=MCD-06-10aaa1f'}"
Starazius,1157100,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']","['Action', 'Indie']",'metacritic'
Zombie Season,1157120,['Single-player'],"['Action', 'Casual', 'Indie', 'Early Access']",'metacritic'
Start Button,1157130,'categories',['Utilities'],'metacritic'
Multi-dimension Conflict 冲突次元,1157190,['Single-player'],"['Strategy', 'Early Access']",'metacritic'
Magnesium_173,1157200,"['Single-player', 'Steam Cloud']",['Indie'],'metacritic'
Nebuchadnezzar,1157220,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Includes level editor']","['Indie', 'Simulation', 'Strategy']",'metacritic'
Last Shark Standing,1157300,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together']","['Action', 'Indie']",'metacritic'
Hexagun,1157320,['Single-player'],"['Casual', 'Indie']",'metacritic'
Peaceful Days,1156360,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Indie', 'RPG', 'Simulation', 'Early Access']",'metacritic'
One Dreamer,1156380,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Adventure', 'Indie']",'metacritic'
Temply Girls,1156420,"['Single-player', 'Steam Achievements', 'Full controller support']","['Casual', 'Indie', 'RPG']",'metacritic'
Ghouls Underground,1156470,['Single-player'],"['Action', 'Casual', 'Indie']",'metacritic'
My Very Own Light (MVOL),1156480,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']","['Adventure', 'Indie', 'Strategy', 'Early Access']",'metacritic'
Ring of Fire: Search for a Killer,1156490,['Single-player'],"['Adventure', 'Casual', 'Indie', 'Simulation']",'metacritic'
Project Apocalypse,1156500,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Indie', 'Strategy', 'Early Access']",'metacritic'
The Cork,1156540,"['Single-player', 'Full controller support']","['Action', 'Adventure', 'Indie', 'RPG']",'metacritic'
Heroes Of Avranche,1156550,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",'metacritic'
Forest spiders,1156570,['Single-player'],"['Action', 'Adventure', 'Indie']",'metacritic'
Morels: The Hunt,1156590,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']","['Adventure', 'Casual', 'Indie', 'Simulation']",'metacritic'
Dissension Survival,1156610,"['Multi-player', 'PvP', 'Online PvP']",['Action'],'metacritic'
A NIGHTMARE'S TRIP,1156630,"['Single-player', 'Steam Achievements']","['Casual', 'Indie']",'metacritic'
Cube Attack,1156640,"['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Casual', 'Indie']",'metacritic'
Hero Of The Forest,1156650,['Single-player'],"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",'metacritic'
Balls!🤬🍆,1156670,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']","['Casual', 'Indie', 'Early Access']",'metacritic'
Swinger-Man,1156680,['Single-player'],"['Action', 'Casual', 'Indie', 'Racing', 'Simulation']",'metacritic'
BreakTube,1156700,['Single-player'],"['Action', 'Indie', 'Simulation']",'metacritic'
Holy Knight Luviria,1156730,"['Single-player', 'Steam Cloud']","['Indie', 'RPG']",'metacritic'
ParaLily,1156760,"['Single-player', 'Full controller support']","['Action', 'Adventure', 'Indie']",'metacritic'
West-Ward,1156770,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Casual', 'Indie', 'Strategy']",'metacritic'
Teragard,1156780,"['Single-player', 'Partial Controller Support']","['Adventure', 'Indie', 'RPG']",'metacritic'
Channel Player,1156810,['Full controller support'],['Utilities'],'metacritic'
Dystopian Drift,1156850,"['Single-player', 'Steam Achievements']","['Action', 'Indie', 'Racing']",'metacritic'
Sir'HaXXX,1151840,"['Single-player', 'Steam Achievements', 'Steam Leaderboards']","['Action', 'Casual', 'Indie']",'metacritic'
Last Chance VR,1151860,['Single-player'],"['Action', 'Casual', 'Free to Play', 'Indie']",'metacritic'
Those Chosen By God,1151880,['Single-player'],"['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG']",'metacritic'
Color Defense,1151920,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']","['Casual', 'Indie', 'Strategy']",'metacritic'
Buissons,1151930,"['Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Full controller support', 'Remote Play Together']","['Action', 'Casual', 'Indie']",'metacritic'
Super Minesweeper attACK,1151940,"['Single-player', 'Steam Leaderboards']","['Casual', 'Indie']",'metacritic'
Commanders of Valor,1151960,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV']","['Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy']",'metacritic'
Magnet Fishing Simulator,1151980,['Single-player'],"['Adventure', 'Casual', 'Indie', 'Simulation']",'metacritic'
Psihanul,1152000,"['Single-player', 'Steam Achievements']","['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",'metacritic'
Return Of The Zombie King,1152020,"['Single-player', 'Full controller support']","['Action', 'Adventure', 'Casual', 'Indie']",'metacritic'
Dark Romance: The Ethereal Gardens Collector's Edition,1152040,['Single-player'],"['Adventure', 'Casual']",'metacritic'
Sword of the Slayer,1152050,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure', 'Indie', 'RPG']",'metacritic'
Horror Story: Hallowseed,1151250,['Single-player'],"['Adventure', 'Indie', 'Early Access']",'metacritic'
Lumbermill,1151300,['Single-player'],"['Indie', 'Simulation', 'Strategy']",'metacritic'
Blackbeard the Cursed Jungle,1151310,['Single-player'],"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",'metacritic'
Netsoccer2,1151320,"['Single-player', 'PvP', 'Online PvP', 'In-App Purchases']","['Free to Play', 'Sports']",'metacritic'
Raven's Point,1151330,"['Single-player', 'Steam Achievements', 'Captions available', 'Commentary available']","['Action', 'Adventure', 'Indie']",'metacritic'
Night Guardian,1151370,['Single-player'],"['Action', 'Indie']",'metacritic'
Cowboy Life Simulator,1151380,"['Single-player', 'Steam Achievements', 'Stats']","['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",'metacritic'
Putin Life,1151390,"['Single-player', 'Steam Achievements']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",'metacritic'
Furious Goal,1151400,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Partial Controller Support']","['Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",'metacritic'
LoveSick Darlings,1151410,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual', 'Indie', 'Simulation']",'metacritic'
Magnia,1151430,"['Single-player', 'Steam Achievements', 'Stats']","['Action', 'Casual', 'Indie']",'metacritic'
Utawarerumono: Mask of Truth,1151440,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Adventure', 'RPG', 'Simulation', 'Strategy']",'metacritic'
Obligation,1151460,"['Single-player', 'Steam Cloud']","['Free to Play', 'Indie']",'metacritic'
fight wisdom,1151500,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Remote Play Together']","['Action', 'Casual', 'Indie']",'metacritic'
Quaterneon,1151550,['Single-player'],"['Adventure', 'Casual', 'Indie', 'Racing', 'Simulation']",'metacritic'
ED-IT,1151570,['Single-player'],"['Free to Play', 'Indie']",'metacritic'
1984 Rewired,1151580,['Single-player'],"['Indie', 'Early Access']",'metacritic'
Chernobyl: Road of Death,1151600,"['Single-player', 'Steam Achievements', 'Full controller support']","['Action', 'Adventure', 'Indie']",'metacritic'
活下去,1151610,['Single-player'],"['Action', 'Adventure', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy']",'metacritic'
磨难之间 / SUFFERING,1151620,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Commentary available']","['Indie', 'RPG', 'Strategy']",'metacritic'
House of 1000 Doors: Family Secrets,1151630,"['Single-player', 'Steam Cloud']","['Adventure', 'Casual', 'Indie']",'metacritic'
Horizon Zero Dawn,1151640,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Action', 'Adventure', 'RPG']",'metacritic'
Shard,1151650,"['Single-player', 'Partial Controller Support']","['Casual', 'Indie']",'metacritic'
EEP 16 Expert,1151670,['Single-player'],['Simulation'],'metacritic'
Galactic Rangers VR,1151680,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",['Action'],'metacritic'
Island Saga,1150730,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",['RPG'],'metacritic'
Gloomwood,1150760,['Single-player'],"['Action', 'Indie']",'metacritic'
GraFi 4,1150790,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual', 'Indie']",'metacritic'
Breeza Budgie Bill,1150800,"['Single-player', 'Partial Controller Support']","['Action', 'Casual', 'Indie']",'metacritic'
Slime Slam,1150810,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Partial Controller Support']","['Action', 'Casual']",'metacritic'
